Country,State,Year,Gender,Type Of Action Against The Crime,"Number Of Persons Arrested (UOM:Number), Scaling Factor:1"
India,Telangana,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Discharged,0
India,Telangana,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Acquitted,238
India,Telangana,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),,154
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Male,Persons Arrested,6
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Male,Persons Charge sheeted,5
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Male,Persons Convicted,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Male,Persons Discharged,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Male,Persons Acquitted,1
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Female,Persons Arrested,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Female,Persons Charge sheeted,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Female,Persons Convicted,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Female,Persons Discharged,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Female,Persons Acquitted,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Arrested,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Charge sheeted,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Convicted,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Discharged,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Acquitted,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Arrested,6
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Charge sheeted,5
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Discharged,0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Acquitted,1
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Male,Persons Arrested,7
India,Tripura,"Calendar Year (Jan - Dec), 2021",Male,Persons Charge sheeted,27
India,Tripura,"Calendar Year (Jan - Dec), 2021",Male,Persons Convicted,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Male,Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Male,Persons Acquitted,2
India,Tripura,"Calendar Year (Jan - Dec), 2021",Female,Persons Arrested,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Female,Persons Charge sheeted,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Female,Persons Convicted,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Female,Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Female,Persons Acquitted,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Arrested,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Charge sheeted,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Convicted,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Acquitted,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Arrested,7
India,Tripura,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Charge sheeted,27
India,Tripura,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Acquitted,2
India,Tripura,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Male,Persons Arrested,521
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Male,Persons Charge sheeted,699
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Male,Persons Convicted,18
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Male,Persons Discharged,4
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Male,Persons Acquitted,3
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Female,Persons Arrested,7
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Female,Persons Charge sheeted,7
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Female,Persons Convicted,1
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Female,Persons Discharged,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Female,Persons Acquitted,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Arrested,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Charge sheeted,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Convicted,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Discharged,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Acquitted,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Arrested,528
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Charge sheeted,706
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Discharged,4
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Acquitted,3
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),,19
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Male,Persons Arrested,10
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Male,Persons Charge sheeted,10
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Male,Persons Convicted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Male,Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Male,Persons Acquitted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Female,Persons Arrested,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Female,Persons Charge sheeted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Female,Persons Convicted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Female,Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Female,Persons Acquitted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Arrested,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Charge sheeted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Convicted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Acquitted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Arrested,10
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Charge sheeted,10
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Acquitted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Male,Persons Arrested,258
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Male,Persons Charge sheeted,424
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Male,Persons Convicted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Male,Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Male,Persons Acquitted,80
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Female,Persons Arrested,34
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Female,Persons Charge sheeted,85
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Female,Persons Convicted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Female,Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Female,Persons Acquitted,3
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Arrested,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Charge sheeted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Convicted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Transgender,Persons Acquitted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Arrested,292
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Charge sheeted,509
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),Persons Acquitted,83
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Total (Male+Female+Transgender),,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Male,Persons Arrested,18
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Male,Persons Charge sheeted,16
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Male,Persons Convicted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Male,Persons Discharged,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Male,Persons Acquitted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Female,Persons Arrested,2
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Female,Persons Charge sheeted,3
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Female,Persons Convicted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Female,Persons Discharged,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Female,Persons Acquitted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Arrested,20
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Charge sheeted,19
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Convicted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Discharged,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Acquitted,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Arrested,1753
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Charge sheeted,2617
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Convicted,86
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Discharged,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Acquitted,350
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Arrested,176
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Charge sheeted,267
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Convicted,2
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Discharged,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Acquitted,30
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Arrested,1929
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Charge sheeted,2884
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Convicted,88
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Discharged,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Acquitted,380
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Arrested,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Charge sheeted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Convicted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Discharged,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Persons Acquitted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Arrested,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Charge sheeted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Convicted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Discharged,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Persons Acquitted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Arrested,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Convicted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Discharged,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Acquitted,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Male,Persons Arrested,6
India,Assam,"Calendar Year (Jan - Dec), 2020",Male,Persons Charge sheeted,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Male,Persons Convicted,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Male,Persons Discharged,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Male,Persons Acquitted,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Female,Persons Arrested,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Female,Persons Charge sheeted,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Female,Persons Convicted,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Female,Persons Discharged,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Female,Persons Acquitted,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Arrested,6
India,Assam,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Convicted,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Discharged,0
India,Assam,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Acquitted,0
India,Bihar,"Calendar Year (Jan - Dec), 2020",Male,Persons Arrested,245
India,Bihar,"Calendar Year (Jan - Dec), 2020",Male,Persons Charge sheeted,300
India,Bihar,"Calendar Year (Jan - Dec), 2020",Male,Persons Convicted,1
India,Bihar,"Calendar Year (Jan - Dec), 2020",Male,Persons Discharged,0
India,Bihar,"Calendar Year (Jan - Dec), 2020",Male,Persons Acquitted,0
India,Bihar,"Calendar Year (Jan - Dec), 2020",Female,Persons Arrested,17
India,Bihar,"Calendar Year (Jan - Dec), 2020",Female,Persons Charge sheeted,17
India,Bihar,"Calendar Year (Jan - Dec), 2020",Female,Persons Convicted,0
India,Bihar,"Calendar Year (Jan - Dec), 2020",Female,Persons Discharged,0
India,Bihar,"Calendar Year (Jan - Dec), 2020",Female,Persons Acquitted,0
India,Bihar,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Arrested,262
India,Bihar,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Charge sheeted,317
India,Bihar,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Convicted,1
India,Bihar,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Discharged,0
India,Bihar,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Acquitted,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Arrested,40
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Charge sheeted,35
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Convicted,3
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Discharged,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Acquitted,1
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Arrested,2
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Charge sheeted,5
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Convicted,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Discharged,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Acquitted,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Arrested,42
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Charge sheeted,40
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Convicted,3
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Discharged,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Acquitted,1
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Arrested,2056
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Charge sheeted,1862
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Convicted,144
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Discharged,58
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Male,Persons Acquitted,187
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Arrested,194
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Charge sheeted,176
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Convicted,12
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Discharged,5
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Female,Persons Acquitted,40
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Arrested,2250
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Charge sheeted,2038
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Convicted,156
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Discharged,63
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Total (Male+Female+Transgender),Persons Acquitted,227
India,Delhi,"Calendar Year (Jan - Dec), 2020",Male,Persons Arrested,457
India,Delhi,"Calendar Year (Jan - Dec), 2020",Male,Persons Charge sheeted,350
