Country,Year,Gender,Crime Head,Action Against Crime,"Number Of Disposal Persons Arrested For Crime Against Senior Citizen (UOM:Number), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2022",Transgender,Rape,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Rape,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Robbery,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Robbery,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Robbery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Robbery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Simple Hurt,Persons Arrested,8
India,"Calendar Year (Jan - Dec), 2022",Transgender,Simple Hurt,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Simple Hurt,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Simple Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Simple Hurt,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Theft,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2022",Transgender,Theft,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2022",Transgender,Theft,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Theft,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2022",Transgender,Theft,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Male,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,323
India,"Calendar Year (Jan - Dec), 2021",Male,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,413
India,"Calendar Year (Jan - Dec), 2021",Male,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Male,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Male,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,44
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to Commit Murder,Persons Arrested,922
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to Commit Murder,Persons Chargesheeted,888
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to Commit Murder,Persons Convicted,16
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to Commit Murder,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to Commit Murder,Persons Acquitted,120
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to commit Culpable Homicide,Persons Arrested,104
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to commit Culpable Homicide,Persons Chargesheeted,87
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to commit Culpable Homicide,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Male,Attempt to commit Culpable Homicide,Persons Acquitted,9
India,"Calendar Year (Jan - Dec), 2021",Male,Cheating,Persons Arrested,1357
India,"Calendar Year (Jan - Dec), 2021",Male,Cheating,Persons Chargesheeted,1474
India,"Calendar Year (Jan - Dec), 2021",Male,Cheating,Persons Convicted,23
India,"Calendar Year (Jan - Dec), 2021",Male,Cheating,Persons Discharged,12
India,"Calendar Year (Jan - Dec), 2021",Male,Cheating,Persons Acquitted,149
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Intimidation,Persons Arrested,908
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Intimidation,Persons Chargesheeted,2394
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Intimidation,Persons Convicted,55
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Intimidation,Persons Discharged,4
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Intimidation,Persons Acquitted,182
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Trespass,Persons Arrested,528
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Trespass,Persons Chargesheeted,1504
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Trespass,Persons Convicted,44
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Trespass,Persons Discharged,5
India,"Calendar Year (Jan - Dec), 2021",Male,Criminal Trespass,Persons Acquitted,112
India,"Calendar Year (Jan - Dec), 2021",Male,Culpable Homicide not amounting to Murder,Persons Arrested,199
India,"Calendar Year (Jan - Dec), 2021",Male,Culpable Homicide not amounting to Murder,Persons Chargesheeted,167
India,"Calendar Year (Jan - Dec), 2021",Male,Culpable Homicide not amounting to Murder,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2021",Male,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Male,Culpable Homicide not amounting to Murder,Persons Acquitted,23
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity,Persons Arrested,160
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity,Persons Chargesheeted,126
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity,Persons Acquitted,1
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity with Murder,Persons Arrested,6
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity with Murder,Persons Chargesheeted,6
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Male,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Male,Extortion,Persons Arrested,145
India,"Calendar Year (Jan - Dec), 2021",Male,Extortion,Persons Chargesheeted,106
India,"Calendar Year (Jan - Dec), 2021",Male,Extortion,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2021",Male,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Male,Extortion,Persons Acquitted,15
India,"Calendar Year (Jan - Dec), 2021",Male,Forgery,Persons Arrested,191
India,"Calendar Year (Jan - Dec), 2021",Male,Forgery,Persons Chargesheeted,172
India,"Calendar Year (Jan - Dec), 2021",Male,Forgery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Male,Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Male,Forgery,Persons Acquitted,8
India,"Calendar Year (Jan - Dec), 2021",Male,"Forgery , Cheating & Fraud",Persons Arrested,1731
India,"Calendar Year (Jan - Dec), 2021",Male,"Forgery , Cheating & Fraud",Persons Chargesheeted,1836
India,"Calendar Year (Jan - Dec), 2021",Male,"Forgery , Cheating & Fraud",Persons Convicted,24
India,"Calendar Year (Jan - Dec), 2021",Male,"Forgery , Cheating & Fraud",Persons Discharged,15
India,"Calendar Year (Jan - Dec), 2021",Male,"Forgery , Cheating & Fraud",Persons Acquitted,160
India,"Calendar Year (Jan - Dec), 2021",Male,Fraud,Persons Arrested,183
India,"Calendar Year (Jan - Dec), 2021",Male,Fraud,Persons Chargesheeted,190
India,"Calendar Year (Jan - Dec), 2021",Male,Fraud,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2021",Male,Fraud,Persons Discharged,3
India,"Calendar Year (Jan - Dec), 2021",Male,Fraud,Persons Acquitted,3
India,"Calendar Year (Jan - Dec), 2021",Male,Grievous Hurt,Persons Arrested,1336
India,"Calendar Year (Jan - Dec), 2021",Male,Grievous Hurt,Persons Chargesheeted,1694
India,"Calendar Year (Jan - Dec), 2021",Male,Grievous Hurt,Persons Convicted,158
India,"Calendar Year (Jan - Dec), 2021",Male,Grievous Hurt,Persons Discharged,8
India,"Calendar Year (Jan - Dec), 2021",Male,Grievous Hurt,Persons Acquitted,319
India,"Calendar Year (Jan - Dec), 2021",Male,Kidnapping and Abduction,Persons Arrested,74
India,"Calendar Year (Jan - Dec), 2021",Male,Kidnapping and Abduction,Persons Chargesheeted,47
India,"Calendar Year (Jan - Dec), 2021",Male,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Male,Kidnapping and Abduction,Persons Discharged,2
India,"Calendar Year (Jan - Dec), 2021",Male,Kidnapping and Abduction,Persons Acquitted,1
India,"Calendar Year (Jan - Dec), 2021",Male,Murder,Persons Arrested,1952
India,"Calendar Year (Jan - Dec), 2021",Male,Murder,Persons Chargesheeted,1786
India,"Calendar Year (Jan - Dec), 2021",Male,Murder,Persons Convicted,141
India,"Calendar Year (Jan - Dec), 2021",Male,Murder,Persons Discharged,9
India,"Calendar Year (Jan - Dec), 2021",Male,Murder,Persons Acquitted,218
India,"Calendar Year (Jan - Dec), 2021",Male,Other IPC Crimes,Persons Arrested,4448
India,"Calendar Year (Jan - Dec), 2021",Male,Other IPC Crimes,Persons Chargesheeted,6129
India,"Calendar Year (Jan - Dec), 2021",Male,Other IPC Crimes,Persons Convicted,1095
India,"Calendar Year (Jan - Dec), 2021",Male,Other IPC Crimes,Persons Discharged,111
India,"Calendar Year (Jan - Dec), 2021",Male,Other IPC Crimes,Persons Acquitted,1181
India,"Calendar Year (Jan - Dec), 2021",Male,Rape,Persons Arrested,85
India,"Calendar Year (Jan - Dec), 2021",Male,Rape,Persons Chargesheeted,86
India,"Calendar Year (Jan - Dec), 2021",Male,Rape,Persons Convicted,3
India,"Calendar Year (Jan - Dec), 2021",Male,Rape,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2021",Male,Rape,Persons Acquitted,6
India,"Calendar Year (Jan - Dec), 2021",Male,Robbery,Persons Arrested,941
India,"Calendar Year (Jan - Dec), 2021",Male,Robbery,Persons Chargesheeted,774
India,"Calendar Year (Jan - Dec), 2021",Male,Robbery,Persons Convicted,45
India,"Calendar Year (Jan - Dec), 2021",Male,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Male,Robbery,Persons Acquitted,80
India,"Calendar Year (Jan - Dec), 2021",Male,Simple Hurt,Persons Arrested,5855
India,"Calendar Year (Jan - Dec), 2021",Male,Simple Hurt,Persons Chargesheeted,10821
India,"Calendar Year (Jan - Dec), 2021",Male,Simple Hurt,Persons Convicted,667
India,"Calendar Year (Jan - Dec), 2021",Male,Simple Hurt,Persons Discharged,165
India,"Calendar Year (Jan - Dec), 2021",Male,Simple Hurt,Persons Acquitted,1921
India,"Calendar Year (Jan - Dec), 2021",Male,Theft,Persons Arrested,1778
India,"Calendar Year (Jan - Dec), 2021",Male,Theft,Persons Chargesheeted,1663
India,"Calendar Year (Jan - Dec), 2021",Male,Theft,Persons Convicted,156
India,"Calendar Year (Jan - Dec), 2021",Male,Theft,Persons Discharged,10
India,"Calendar Year (Jan - Dec), 2021",Male,Theft,Persons Acquitted,212
India,"Calendar Year (Jan - Dec), 2021",Female,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,14
India,"Calendar Year (Jan - Dec), 2021",Female,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,29
India,"Calendar Year (Jan - Dec), 2021",Female,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,12
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to Commit Murder,Persons Arrested,72
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to Commit Murder,Persons Chargesheeted,65
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to Commit Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to Commit Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to Commit Murder,Persons Acquitted,8
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to commit Culpable Homicide,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to commit Culpable Homicide,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to commit Culpable Homicide,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Attempt to commit Culpable Homicide,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Cheating,Persons Arrested,92
India,"Calendar Year (Jan - Dec), 2021",Female,Cheating,Persons Chargesheeted,78
India,"Calendar Year (Jan - Dec), 2021",Female,Cheating,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Cheating,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Cheating,Persons Acquitted,4
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Intimidation,Persons Arrested,73
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Intimidation,Persons Chargesheeted,248
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Intimidation,Persons Convicted,7
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Intimidation,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Intimidation,Persons Acquitted,15
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Trespass,Persons Arrested,66
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Trespass,Persons Chargesheeted,203
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Trespass,Persons Convicted,10
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Trespass,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Criminal Trespass,Persons Acquitted,5
India,"Calendar Year (Jan - Dec), 2021",Female,Culpable Homicide not amounting to Murder,Persons Arrested,4
India,"Calendar Year (Jan - Dec), 2021",Female,Culpable Homicide not amounting to Murder,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2021",Female,Culpable Homicide not amounting to Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Culpable Homicide not amounting to Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity,Persons Arrested,17
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity,Persons Chargesheeted,11
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity with Murder,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity with Murder,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Extortion,Persons Arrested,9
India,"Calendar Year (Jan - Dec), 2021",Female,Extortion,Persons Chargesheeted,8
India,"Calendar Year (Jan - Dec), 2021",Female,Extortion,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Extortion,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Forgery,Persons Arrested,12
India,"Calendar Year (Jan - Dec), 2021",Female,Forgery,Persons Chargesheeted,12
India,"Calendar Year (Jan - Dec), 2021",Female,Forgery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Forgery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,"Forgery , Cheating & Fraud",Persons Arrested,113
India,"Calendar Year (Jan - Dec), 2021",Female,"Forgery , Cheating & Fraud",Persons Chargesheeted,94
India,"Calendar Year (Jan - Dec), 2021",Female,"Forgery , Cheating & Fraud",Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,"Forgery , Cheating & Fraud",Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,"Forgery , Cheating & Fraud",Persons Acquitted,4
India,"Calendar Year (Jan - Dec), 2021",Female,Fraud,Persons Arrested,9
India,"Calendar Year (Jan - Dec), 2021",Female,Fraud,Persons Chargesheeted,4
India,"Calendar Year (Jan - Dec), 2021",Female,Fraud,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Fraud,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Grievous Hurt,Persons Arrested,149
India,"Calendar Year (Jan - Dec), 2021",Female,Grievous Hurt,Persons Chargesheeted,167
India,"Calendar Year (Jan - Dec), 2021",Female,Grievous Hurt,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2021",Female,Grievous Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Grievous Hurt,Persons Acquitted,25
India,"Calendar Year (Jan - Dec), 2021",Female,Kidnapping and Abduction,Persons Arrested,3
India,"Calendar Year (Jan - Dec), 2021",Female,Kidnapping and Abduction,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2021",Female,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Kidnapping and Abduction,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Kidnapping and Abduction,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Murder,Persons Arrested,138
India,"Calendar Year (Jan - Dec), 2021",Female,Murder,Persons Chargesheeted,118
India,"Calendar Year (Jan - Dec), 2021",Female,Murder,Persons Convicted,6
India,"Calendar Year (Jan - Dec), 2021",Female,Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Murder,Persons Acquitted,11
India,"Calendar Year (Jan - Dec), 2021",Female,Other IPC Crimes,Persons Arrested,346
India,"Calendar Year (Jan - Dec), 2021",Female,Other IPC Crimes,Persons Chargesheeted,547
India,"Calendar Year (Jan - Dec), 2021",Female,Other IPC Crimes,Persons Convicted,47
India,"Calendar Year (Jan - Dec), 2021",Female,Other IPC Crimes,Persons Discharged,13
India,"Calendar Year (Jan - Dec), 2021",Female,Other IPC Crimes,Persons Acquitted,64
India,"Calendar Year (Jan - Dec), 2021",Female,Rape,Persons Arrested,2
India,"Calendar Year (Jan - Dec), 2021",Female,Rape,Persons Chargesheeted,2
India,"Calendar Year (Jan - Dec), 2021",Female,Rape,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Rape,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Robbery,Persons Arrested,12
India,"Calendar Year (Jan - Dec), 2021",Female,Robbery,Persons Chargesheeted,10
India,"Calendar Year (Jan - Dec), 2021",Female,Robbery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Robbery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Female,Simple Hurt,Persons Arrested,701
India,"Calendar Year (Jan - Dec), 2021",Female,Simple Hurt,Persons Chargesheeted,1291
India,"Calendar Year (Jan - Dec), 2021",Female,Simple Hurt,Persons Convicted,38
India,"Calendar Year (Jan - Dec), 2021",Female,Simple Hurt,Persons Discharged,23
India,"Calendar Year (Jan - Dec), 2021",Female,Simple Hurt,Persons Acquitted,203
India,"Calendar Year (Jan - Dec), 2021",Female,Theft,Persons Arrested,71
India,"Calendar Year (Jan - Dec), 2021",Female,Theft,Persons Chargesheeted,60
India,"Calendar Year (Jan - Dec), 2021",Female,Theft,Persons Convicted,6
India,"Calendar Year (Jan - Dec), 2021",Female,Theft,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Female,Theft,Persons Acquitted,4
India,"Calendar Year (Jan - Dec), 2021",Transgender,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to Commit Murder,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to Commit Murder,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to Commit Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to Commit Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to Commit Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to commit Culpable Homicide,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to commit Culpable Homicide,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to commit Culpable Homicide,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Attempt to commit Culpable Homicide,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Cheating,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Cheating,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Cheating,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Cheating,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Cheating,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Intimidation,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Intimidation,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Intimidation,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Intimidation,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Intimidation,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Trespass,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Trespass,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Trespass,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Trespass,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Criminal Trespass,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Culpable Homicide not amounting to Murder,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Culpable Homicide not amounting to Murder,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Culpable Homicide not amounting to Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Culpable Homicide not amounting to Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity with Murder,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity with Murder,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Extortion,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Extortion,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Extortion,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Extortion,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Forgery,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Forgery,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Forgery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Forgery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,"Forgery , Cheating & Fraud",Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,"Forgery , Cheating & Fraud",Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,"Forgery , Cheating & Fraud",Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,"Forgery , Cheating & Fraud",Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,"Forgery , Cheating & Fraud",Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Fraud,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Fraud,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Fraud,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Fraud,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Grievous Hurt,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Grievous Hurt,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Grievous Hurt,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Grievous Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Grievous Hurt,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Kidnapping and Abduction,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Kidnapping and Abduction,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Kidnapping and Abduction,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Kidnapping and Abduction,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Murder,Persons Arrested,0
