Country,Year,Gender,Crime Head,Action Against Crime,"Number Of Disposal Persons Arrested For Crime Against Senior Citizen (UOM:Number), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2019",Male,Murder,Persons Chargesheeted,1766
India,"Calendar Year (Jan - Dec), 2019",Male,Murder,Persons Convicted,185
India,"Calendar Year (Jan - Dec), 2019",Male,Murder,Persons Discharged,28
India,"Calendar Year (Jan - Dec), 2019",Male,Murder,Persons Acquitted,299
India,"Calendar Year (Jan - Dec), 2019",Male,Other Cheating,Persons Arrested,1334
India,"Calendar Year (Jan - Dec), 2019",Male,Other Cheating,Persons Chargesheeted,1397
India,"Calendar Year (Jan - Dec), 2019",Male,Other Cheating,Persons Convicted,24
India,"Calendar Year (Jan - Dec), 2019",Male,Other Cheating,Persons Discharged,18
India,"Calendar Year (Jan - Dec), 2019",Male,Other Cheating,Persons Acquitted,192
India,"Calendar Year (Jan - Dec), 2019",Male,Other Forgery,Persons Arrested,105
India,"Calendar Year (Jan - Dec), 2019",Male,Other Forgery,Persons Chargesheeted,96
India,"Calendar Year (Jan - Dec), 2019",Male,Other Forgery,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2019",Male,Other Forgery,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2019",Male,Other Forgery,Persons Acquitted,4
India,"Calendar Year (Jan - Dec), 2019",Male,Other IPC Crimes,Persons Arrested,6423
India,"Calendar Year (Jan - Dec), 2019",Male,Other IPC Crimes,Persons Chargesheeted,8122
India,"Calendar Year (Jan - Dec), 2019",Male,Other IPC Crimes,Persons Convicted,1295
India,"Calendar Year (Jan - Dec), 2019",Male,Other IPC Crimes,Persons Discharged,186
India,"Calendar Year (Jan - Dec), 2019",Male,Other IPC Crimes,Persons Acquitted,1426
India,"Calendar Year (Jan - Dec), 2019",Male,Rape,Persons Arrested,67
India,"Calendar Year (Jan - Dec), 2019",Male,Rape,Persons Chargesheeted,60
India,"Calendar Year (Jan - Dec), 2019",Male,Rape,Persons Convicted,6
India,"Calendar Year (Jan - Dec), 2019",Male,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Male,Rape,Persons Acquitted,7
India,"Calendar Year (Jan - Dec), 2019",Male,Robbery,Persons Arrested,1049
India,"Calendar Year (Jan - Dec), 2019",Male,Robbery,Persons Chargesheeted,850
India,"Calendar Year (Jan - Dec), 2019",Male,Robbery,Persons Convicted,93
India,"Calendar Year (Jan - Dec), 2019",Male,Robbery,Persons Discharged,11
India,"Calendar Year (Jan - Dec), 2019",Male,Robbery,Persons Acquitted,158
India,"Calendar Year (Jan - Dec), 2019",Male,Simple Hurt,Persons Arrested,6396
India,"Calendar Year (Jan - Dec), 2019",Male,Simple Hurt,Persons Chargesheeted,9056
India,"Calendar Year (Jan - Dec), 2019",Male,Simple Hurt,Persons Convicted,931
India,"Calendar Year (Jan - Dec), 2019",Male,Simple Hurt,Persons Discharged,510
India,"Calendar Year (Jan - Dec), 2019",Male,Simple Hurt,Persons Acquitted,2060
India,"Calendar Year (Jan - Dec), 2019",Male,Theft,Persons Arrested,2040
India,"Calendar Year (Jan - Dec), 2019",Male,Theft,Persons Chargesheeted,1735
India,"Calendar Year (Jan - Dec), 2019",Male,Theft,Persons Convicted,197
India,"Calendar Year (Jan - Dec), 2019",Male,Theft,Persons Discharged,15
India,"Calendar Year (Jan - Dec), 2019",Male,Theft,Persons Acquitted,282
India,"Calendar Year (Jan - Dec), 2019",Female,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,29
India,"Calendar Year (Jan - Dec), 2019",Female,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,36
India,"Calendar Year (Jan - Dec), 2019",Female,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,2
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to Commit Murder,Persons Arrested,39
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to Commit Murder,Persons Chargesheeted,28
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to Commit Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to Commit Murder,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to Commit Murder,Persons Acquitted,8
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to commit Culpable Homicide,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to commit Culpable Homicide,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to commit Culpable Homicide,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Attempt to commit Culpable Homicide,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Intimidation,Persons Arrested,121
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Intimidation,Persons Chargesheeted,259
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Intimidation,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Intimidation,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Intimidation,Persons Acquitted,24
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Trespass,Persons Arrested,60
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Trespass,Persons Chargesheeted,135
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Trespass,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Trespass,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Criminal Trespass,Persons Acquitted,27
India,"Calendar Year (Jan - Dec), 2019",Female,Culpable Homicide not amounting to Murder,Persons Arrested,2
India,"Calendar Year (Jan - Dec), 2019",Female,Culpable Homicide not amounting to Murder,Persons Chargesheeted,3
India,"Calendar Year (Jan - Dec), 2019",Female,Culpable Homicide not amounting to Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Culpable Homicide not amounting to Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity,Persons Arrested,11
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity,Persons Chargesheeted,7
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity with Murder,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity with Murder,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Extortion,Persons Arrested,5
India,"Calendar Year (Jan - Dec), 2019",Female,Extortion,Persons Chargesheeted,4
India,"Calendar Year (Jan - Dec), 2019",Female,Extortion,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Extortion,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,"Forgery , Cheating & Fraud",Persons Arrested,82
India,"Calendar Year (Jan - Dec), 2019",Female,"Forgery , Cheating & Fraud",Persons Chargesheeted,95
India,"Calendar Year (Jan - Dec), 2019",Female,"Forgery , Cheating & Fraud",Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,"Forgery , Cheating & Fraud",Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,"Forgery , Cheating & Fraud",Persons Acquitted,2
India,"Calendar Year (Jan - Dec), 2019",Female,Fraud,Persons Arrested,7
India,"Calendar Year (Jan - Dec), 2019",Female,Fraud,Persons Chargesheeted,3
India,"Calendar Year (Jan - Dec), 2019",Female,Fraud,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Fraud,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Grievous Hurt,Persons Arrested,121
India,"Calendar Year (Jan - Dec), 2019",Female,Grievous Hurt,Persons Chargesheeted,132
India,"Calendar Year (Jan - Dec), 2019",Female,Grievous Hurt,Persons Convicted,6
India,"Calendar Year (Jan - Dec), 2019",Female,Grievous Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Grievous Hurt,Persons Acquitted,33
India,"Calendar Year (Jan - Dec), 2019",Female,Kidnapping and Abduction,Persons Arrested,10
India,"Calendar Year (Jan - Dec), 2019",Female,Kidnapping and Abduction,Persons Chargesheeted,5
India,"Calendar Year (Jan - Dec), 2019",Female,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Kidnapping and Abduction,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Kidnapping and Abduction,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Murder,Persons Arrested,137
India,"Calendar Year (Jan - Dec), 2019",Female,Murder,Persons Chargesheeted,122
India,"Calendar Year (Jan - Dec), 2019",Female,Murder,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2019",Female,Murder,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2019",Female,Murder,Persons Acquitted,14
India,"Calendar Year (Jan - Dec), 2019",Female,Other Cheating,Persons Arrested,67
India,"Calendar Year (Jan - Dec), 2019",Female,Other Cheating,Persons Chargesheeted,84
India,"Calendar Year (Jan - Dec), 2019",Female,Other Cheating,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Other Cheating,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Other Cheating,Persons Acquitted,2
India,"Calendar Year (Jan - Dec), 2019",Female,Other Forgery,Persons Arrested,8
India,"Calendar Year (Jan - Dec), 2019",Female,Other Forgery,Persons Chargesheeted,8
India,"Calendar Year (Jan - Dec), 2019",Female,Other Forgery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Other Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Other Forgery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Other IPC Crimes,Persons Arrested,501
India,"Calendar Year (Jan - Dec), 2019",Female,Other IPC Crimes,Persons Chargesheeted,596
India,"Calendar Year (Jan - Dec), 2019",Female,Other IPC Crimes,Persons Convicted,52
India,"Calendar Year (Jan - Dec), 2019",Female,Other IPC Crimes,Persons Discharged,8
India,"Calendar Year (Jan - Dec), 2019",Female,Other IPC Crimes,Persons Acquitted,127
India,"Calendar Year (Jan - Dec), 2019",Female,Rape,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2019",Female,Rape,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Rape,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Rape,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Robbery,Persons Arrested,17
India,"Calendar Year (Jan - Dec), 2019",Female,Robbery,Persons Chargesheeted,16
India,"Calendar Year (Jan - Dec), 2019",Female,Robbery,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2019",Female,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Robbery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2019",Female,Simple Hurt,Persons Arrested,693
India,"Calendar Year (Jan - Dec), 2019",Female,Simple Hurt,Persons Chargesheeted,1072
India,"Calendar Year (Jan - Dec), 2019",Female,Simple Hurt,Persons Convicted,56
India,"Calendar Year (Jan - Dec), 2019",Female,Simple Hurt,Persons Discharged,36
India,"Calendar Year (Jan - Dec), 2019",Female,Simple Hurt,Persons Acquitted,156
India,"Calendar Year (Jan - Dec), 2019",Female,Theft,Persons Arrested,143
India,"Calendar Year (Jan - Dec), 2019",Female,Theft,Persons Chargesheeted,87
India,"Calendar Year (Jan - Dec), 2019",Female,Theft,Persons Convicted,13
India,"Calendar Year (Jan - Dec), 2019",Female,Theft,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Female,Theft,Persons Acquitted,5
India,"Calendar Year (Jan - Dec), 2018",Male,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,266
India,"Calendar Year (Jan - Dec), 2018",Male,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,294
India,"Calendar Year (Jan - Dec), 2018",Male,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,86
India,"Calendar Year (Jan - Dec), 2018",Male,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,9
India,"Calendar Year (Jan - Dec), 2018",Male,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,288
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to Commit Murder,Persons Arrested,1025
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to Commit Murder,Persons Chargesheeted,914
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to Commit Murder,Persons Convicted,3
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to Commit Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to Commit Murder,Persons Acquitted,6
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to commit Culpable Homicide,Persons Arrested,79
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to commit Culpable Homicide,Persons Chargesheeted,52
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to commit Culpable Homicide,Persons Convicted,40
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to commit Culpable Homicide,Persons Discharged,11
India,"Calendar Year (Jan - Dec), 2018",Male,Attempt to commit Culpable Homicide,Persons Acquitted,124
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Intimidation,Persons Arrested,1021
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Intimidation,Persons Chargesheeted,1361
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Intimidation,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Intimidation,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Intimidation,Persons Acquitted,2
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Trespass,Persons Arrested,504
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Trespass,Persons Chargesheeted,980
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Trespass,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Trespass,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Criminal Trespass,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Male,Culpable Homicide not amounting to Murder,Persons Arrested,96
India,"Calendar Year (Jan - Dec), 2018",Male,Culpable Homicide not amounting to Murder,Persons Chargesheeted,93
India,"Calendar Year (Jan - Dec), 2018",Male,Culpable Homicide not amounting to Murder,Persons Convicted,178
India,"Calendar Year (Jan - Dec), 2018",Male,Culpable Homicide not amounting to Murder,Persons Discharged,15
India,"Calendar Year (Jan - Dec), 2018",Male,Culpable Homicide not amounting to Murder,Persons Acquitted,294
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity,Persons Arrested,198
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity,Persons Chargesheeted,142
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity,Persons Convicted,37
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity,Persons Acquitted,83
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity with Murder,Persons Arrested,18
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity with Murder,Persons Chargesheeted,17
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity with Murder,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Dacoity with Murder,Persons Acquitted,20
India,"Calendar Year (Jan - Dec), 2018",Male,Extortion,Persons Arrested,98
India,"Calendar Year (Jan - Dec), 2018",Male,Extortion,Persons Chargesheeted,87
India,"Calendar Year (Jan - Dec), 2018",Male,Extortion,Persons Convicted,206
India,"Calendar Year (Jan - Dec), 2018",Male,Extortion,Persons Discharged,2
India,"Calendar Year (Jan - Dec), 2018",Male,Extortion,Persons Acquitted,218
India,"Calendar Year (Jan - Dec), 2018",Male,"Forgery , Cheating & Fraud",Persons Arrested,1642
India,"Calendar Year (Jan - Dec), 2018",Male,"Forgery , Cheating & Fraud",Persons Chargesheeted,1434
India,"Calendar Year (Jan - Dec), 2018",Male,"Forgery , Cheating & Fraud",Persons Convicted,50
India,"Calendar Year (Jan - Dec), 2018",Male,"Forgery , Cheating & Fraud",Persons Discharged,5
India,"Calendar Year (Jan - Dec), 2018",Male,"Forgery , Cheating & Fraud",Persons Acquitted,157
India,"Calendar Year (Jan - Dec), 2018",Male,Fraud,Persons Arrested,310
India,"Calendar Year (Jan - Dec), 2018",Male,Fraud,Persons Chargesheeted,269
India,"Calendar Year (Jan - Dec), 2018",Male,Fraud,Persons Convicted,33
India,"Calendar Year (Jan - Dec), 2018",Male,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Fraud,Persons Acquitted,209
India,"Calendar Year (Jan - Dec), 2018",Male,Grievous Hurt,Persons Arrested,1306
India,"Calendar Year (Jan - Dec), 2018",Male,Grievous Hurt,Persons Chargesheeted,1443
India,"Calendar Year (Jan - Dec), 2018",Male,Grievous Hurt,Persons Convicted,608
India,"Calendar Year (Jan - Dec), 2018",Male,Grievous Hurt,Persons Discharged,56
India,"Calendar Year (Jan - Dec), 2018",Male,Grievous Hurt,Persons Acquitted,1267
India,"Calendar Year (Jan - Dec), 2018",Male,Kidnapping and Abduction,Persons Arrested,51
India,"Calendar Year (Jan - Dec), 2018",Male,Kidnapping and Abduction,Persons Chargesheeted,44
India,"Calendar Year (Jan - Dec), 2018",Male,Kidnapping and Abduction,Persons Convicted,3
India,"Calendar Year (Jan - Dec), 2018",Male,Kidnapping and Abduction,Persons Discharged,30
India,"Calendar Year (Jan - Dec), 2018",Male,Kidnapping and Abduction,Persons Acquitted,26
India,"Calendar Year (Jan - Dec), 2018",Male,Murder,Persons Arrested,1785
India,"Calendar Year (Jan - Dec), 2018",Male,Murder,Persons Chargesheeted,1523
India,"Calendar Year (Jan - Dec), 2018",Male,Murder,Persons Convicted,9
India,"Calendar Year (Jan - Dec), 2018",Male,Murder,Persons Discharged,12
India,"Calendar Year (Jan - Dec), 2018",Male,Murder,Persons Acquitted,15
India,"Calendar Year (Jan - Dec), 2018",Male,Other Cheating,Persons Arrested,1249
India,"Calendar Year (Jan - Dec), 2018",Male,Other Cheating,Persons Chargesheeted,1112
India,"Calendar Year (Jan - Dec), 2018",Male,Other Cheating,Persons Convicted,9
India,"Calendar Year (Jan - Dec), 2018",Male,Other Cheating,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Other Cheating,Persons Acquitted,13
India,"Calendar Year (Jan - Dec), 2018",Male,Other Forgery,Persons Arrested,83
India,"Calendar Year (Jan - Dec), 2018",Male,Other Forgery,Persons Chargesheeted,53
India,"Calendar Year (Jan - Dec), 2018",Male,Other Forgery,Persons Convicted,22
India,"Calendar Year (Jan - Dec), 2018",Male,Other Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Other Forgery,Persons Acquitted,194
India,"Calendar Year (Jan - Dec), 2018",Male,Other IPC Crimes,Persons Arrested,6884
India,"Calendar Year (Jan - Dec), 2018",Male,Other IPC Crimes,Persons Chargesheeted,7470
India,"Calendar Year (Jan - Dec), 2018",Male,Other IPC Crimes,Persons Convicted,38
India,"Calendar Year (Jan - Dec), 2018",Male,Other IPC Crimes,Persons Discharged,2
India,"Calendar Year (Jan - Dec), 2018",Male,Other IPC Crimes,Persons Acquitted,215
India,"Calendar Year (Jan - Dec), 2018",Male,Rape,Persons Arrested,62
India,"Calendar Year (Jan - Dec), 2018",Male,Rape,Persons Chargesheeted,59
India,"Calendar Year (Jan - Dec), 2018",Male,Rape,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Male,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Rape,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Male,Robbery,Persons Arrested,1100
India,"Calendar Year (Jan - Dec), 2018",Male,Robbery,Persons Chargesheeted,865
India,"Calendar Year (Jan - Dec), 2018",Male,Robbery,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2018",Male,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Robbery,Persons Acquitted,23
India,"Calendar Year (Jan - Dec), 2018",Male,Simple Hurt,Persons Arrested,5443
India,"Calendar Year (Jan - Dec), 2018",Male,Simple Hurt,Persons Chargesheeted,7430
India,"Calendar Year (Jan - Dec), 2018",Male,Simple Hurt,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2018",Male,Simple Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Male,Simple Hurt,Persons Acquitted,16
India,"Calendar Year (Jan - Dec), 2018",Male,Theft,Persons Arrested,1953
India,"Calendar Year (Jan - Dec), 2018",Male,Theft,Persons Chargesheeted,1451
India,"Calendar Year (Jan - Dec), 2018",Male,Theft,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2018",Male,Theft,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2018",Male,Theft,Persons Acquitted,10
India,"Calendar Year (Jan - Dec), 2018",Female,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,18
India,"Calendar Year (Jan - Dec), 2018",Female,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,29
India,"Calendar Year (Jan - Dec), 2018",Female,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2018",Female,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,25
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to Commit Murder,Persons Arrested,44
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to Commit Murder,Persons Chargesheeted,37
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to Commit Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to Commit Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to Commit Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to commit Culpable Homicide,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to commit Culpable Homicide,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to commit Culpable Homicide,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Attempt to commit Culpable Homicide,Persons Acquitted,4
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Intimidation,Persons Arrested,52
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Intimidation,Persons Chargesheeted,92
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Intimidation,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Intimidation,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Intimidation,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Trespass,Persons Arrested,44
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Trespass,Persons Chargesheeted,71
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Trespass,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Trespass,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Criminal Trespass,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Culpable Homicide not amounting to Murder,Persons Arrested,2
India,"Calendar Year (Jan - Dec), 2018",Female,Culpable Homicide not amounting to Murder,Persons Chargesheeted,2
India,"Calendar Year (Jan - Dec), 2018",Female,Culpable Homicide not amounting to Murder,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2018",Female,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Culpable Homicide not amounting to Murder,Persons Acquitted,11
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity,Persons Arrested,6
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity,Persons Chargesheeted,6
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity with Murder,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity with Murder,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Extortion,Persons Arrested,4
India,"Calendar Year (Jan - Dec), 2018",Female,Extortion,Persons Chargesheeted,4
India,"Calendar Year (Jan - Dec), 2018",Female,Extortion,Persons Convicted,3
India,"Calendar Year (Jan - Dec), 2018",Female,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Extortion,Persons Acquitted,9
India,"Calendar Year (Jan - Dec), 2018",Female,"Forgery , Cheating & Fraud",Persons Arrested,114
India,"Calendar Year (Jan - Dec), 2018",Female,"Forgery , Cheating & Fraud",Persons Chargesheeted,82
India,"Calendar Year (Jan - Dec), 2018",Female,"Forgery , Cheating & Fraud",Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,"Forgery , Cheating & Fraud",Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,"Forgery , Cheating & Fraud",Persons Acquitted,13
India,"Calendar Year (Jan - Dec), 2018",Female,Fraud,Persons Arrested,13
India,"Calendar Year (Jan - Dec), 2018",Female,Fraud,Persons Chargesheeted,14
India,"Calendar Year (Jan - Dec), 2018",Female,Fraud,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Fraud,Persons Acquitted,13
India,"Calendar Year (Jan - Dec), 2018",Female,Grievous Hurt,Persons Arrested,88
India,"Calendar Year (Jan - Dec), 2018",Female,Grievous Hurt,Persons Chargesheeted,120
India,"Calendar Year (Jan - Dec), 2018",Female,Grievous Hurt,Persons Convicted,23
